datetime,energy_kwh,hour,day_of_week,is_weekend,prev_hour_energy,rolling_3h_avg,rolling_6h_avg,target_next_hour
2023-01-01 05:00:00,238.62,5,6,1,236.91,247.37666666666667,251.015,255.1
2023-01-01 06:00:00,255.1,6,6,1,238.62,243.54333333333332,254.00666666666666,256.51
2023-01-01 07:00:00,256.51,7,6,1,255.1,250.07666666666668,249.90166666666664,237.74
2023-01-01 08:00:00,237.74,8,6,1,256.51,249.78333333333333,248.58,192.64
2023-01-01 09:00:00,192.64,9,6,1,237.74,228.96333333333334,236.25333333333333,236.66
2023-01-01 10:00:00,236.66,10,6,1,192.64,222.34666666666666,236.21166666666667,253.71
2023-01-01 11:00:00,253.71,11,6,1,236.66,227.67,238.7266666666667,240.47
2023-01-01 12:00:00,240.47,12,6,1,253.71,243.61333333333334,236.28833333333333,249.12
2023-01-01 13:00:00,249.12,13,6,1,240.47,247.76666666666668,235.05666666666664,245.41
2023-01-01 14:00:00,245.41,14,6,1,249.12,245.0,236.33499999999995,211.3
2023-01-01 15:00:00,211.3,15,6,1,245.41,235.27666666666664,239.44500000000002,257.66
2023-01-01 16:00:00,257.66,16,6,1,211.3,238.12333333333333,242.94500000000002,228.4
2023-01-01 17:00:00,228.4,17,6,1,257.66,232.45333333333335,238.72666666666666,229.97
2023-01-01 18:00:00,229.97,18,6,1,228.4,238.67666666666665,236.9766666666667,251.82
2023-01-01 19:00:00,251.82,19,6,1,229.97,236.73000000000002,237.42666666666665,225.37
2023-01-01 20:00:00,225.37,20,6,1,251.82,235.72000000000003,234.0866666666667,245.24
2023-01-01 21:00:00,245.24,21,6,1,225.37,240.81000000000003,239.74333333333334,222.88
2023-01-01 22:00:00,222.88,22,6,1,245.24,231.16333333333333,233.9466666666667,236.25
2023-01-01 23:00:00,236.25,23,6,1,222.88,234.79,235.255,152.53
2023-01-02 00:00:00,152.53,0,0,0,236.25,203.88666666666666,222.34833333333333,150.76
2023-01-02 01:00:00,150.76,1,0,0,152.53,179.84666666666666,205.505,143.67
2023-01-02 02:00:00,143.67,2,0,0,150.76,148.98666666666665,191.88833333333332,159.1
2023-01-02 03:00:00,159.1,3,0,0,143.67,151.17666666666665,177.53166666666664,162.43
2023-01-02 04:00:00,162.43,4,0,0,159.1,155.06666666666663,167.45666666666668,178.52
2023-01-02 05:00:00,178.52,5,0,0,162.43,166.68333333333334,157.835,148.52
2023-01-02 06:00:00,148.52,6,0,0,178.52,163.15666666666667,157.16666666666666,481.05
2023-01-02 07:00:00,481.05,7,0,0,148.52,269.36333333333334,212.215,524.15
2023-01-02 08:00:00,524.15,8,0,0,481.05,384.5733333333333,275.62833333333333,807.84
2023-01-02 09:00:00,807.84,9,0,0,524.15,604.3466666666667,383.7516666666667,837.02
2023-01-02 10:00:00,837.02,10,0,0,807.84,723.0033333333332,496.1833333333334,860.09
2023-01-02 11:00:00,860.09,11,0,0,837.02,834.9833333333332,609.7783333333333,835.2
2023-01-02 12:00:00,835.2,12,0,0,860.09,844.1033333333334,724.225,873.91
2023-01-02 13:00:00,873.91,13,0,0,835.2,856.4,789.7016666666667,835.99
2023-01-02 14:00:00,835.99,14,0,0,873.91,848.3666666666667,841.6750000000001,886.51
2023-01-02 15:00:00,886.51,15,0,0,835.99,865.4699999999999,854.7866666666667,885.43
2023-01-02 16:00:00,885.43,16,0,0,886.51,869.3100000000001,862.855,816.79
2023-01-02 17:00:00,816.79,17,0,0,885.43,862.9099999999999,855.6383333333333,835.27
2023-01-02 18:00:00,835.27,18,0,0,816.79,845.8299999999999,855.65,457.57
2023-01-02 19:00:00,457.57,19,0,0,835.27,703.21,786.2599999999999,456.16
2023-01-02 20:00:00,456.16,20,0,0,457.57,583.0,722.955,171.05
2023-01-02 21:00:00,171.05,21,0,0,456.16,361.5933333333333,603.7116666666667,143.68
2023-01-02 22:00:00,143.68,22,0,0,171.05,256.96333333333337,480.08666666666664,150.07
2023-01-02 23:00:00,150.07,23,0,0,143.68,154.93333333333334,368.9666666666667,181.72
2023-01-03 00:00:00,181.72,0,1,0,150.07,158.49,260.0416666666667,140.51
2023-01-03 01:00:00,140.51,1,1,0,181.72,157.4333333333333,207.19833333333335,154.36
2023-01-03 02:00:00,154.36,2,1,0,140.51,158.86333333333334,156.89833333333334,157.66
2023-01-03 03:00:00,157.66,3,1,0,154.36,150.84333333333333,154.66666666666666,167.57
