datetime,energy_kwh,hour,day_of_week,is_weekend,prev_hour_energy,rolling_3h_avg,rolling_6h_avg,target_next_hour
2016-01-01 05:00:00,510.6510565391205,5,4,0,500.45688178183894,503.02684180468304,504.1976013706453,513.478012564249
2016-01-01 06:00:00,513.478012564249,6,4,0,510.6510565391205,508.1953169617361,504.368932038835,519.4745859508853
2016-01-01 07:00:00,519.4745859508853,7,4,0,513.478012564249,514.5345516847516,506.53912050257003,511.4220445459738
2016-01-01 08:00:00,511.4220445459738,8,4,0,519.4745859508853,514.7915476870361,508.90919474585957,516.9902912621359
2016-01-01 09:00:00,516.9902912621359,9,4,0,511.4220445459738,515.9623072529984,512.0788121073673,513.7350085665333
2016-01-01 10:00:00,513.7350085665333,10,4,0,516.9902912621359,514.0491147915477,514.2918332381496,510.3940605368361
2016-01-01 11:00:00,510.3940605368361,11,4,0,513.7350085665333,513.7064534551685,514.2490005711022,507.82410051399194
2016-01-01 12:00:00,507.82410051399194,12,4,0,510.3940605368361,510.6510565391204,513.3066818960594,500.7995431182182
2016-01-01 13:00:00,500.7995431182182,13,4,0,507.82410051399194,506.3392347230154,510.1941747572816,499.68589377498574
2016-01-01 14:00:00,499.68589377498574,14,4,0,500.7995431182182,502.7698458023986,508.2381496287835,499.42889777270125
2016-01-01 15:00:00,499.42889777270125,15,4,0,499.68589377498574,499.97144488863506,505.3112507138778,503.3695031410622
2016-01-01 16:00:00,503.3695031410622,16,4,0,499.42889777270125,500.828098229583,503.58366647629924,506.79611650485435
2016-01-01 17:00:00,506.79611650485435,17,4,0,503.3695031410622,503.19817247287256,502.9840091376356,509.70873786407765
2016-01-01 18:00:00,509.70873786407765,18,4,0,506.79611650485435,506.62478583666467,503.29811536264987,517.2472872644203
2016-01-01 19:00:00,517.2472872644203,19,4,0,509.70873786407765,511.2507138777841,506.03940605368354,528.3837806967447
2016-01-01 20:00:00,528.3837806967447,20,4,0,517.2472872644203,518.4466019417475,510.8223872073101,536.1793260993718
2016-01-01 21:00:00,536.1793260993718,21,4,0,528.3837806967447,527.2701313535123,516.9474585950885,536.0936607652769
2016-01-01 22:00:00,536.0936607652769,22,4,0,536.1793260993718,533.5522558537978,522.401484865791,529.4117647058823
2016-01-01 23:00:00,529.4117647058823,23,4,0,536.0936607652769,533.894917190177,526.1707595659623,525.5568246716161
2016-01-02 00:00:00,525.5568246716161,0,5,1,529.4117647058823,530.3540833809251,528.8121073672187,521.7018846373501
2016-01-02 01:00:00,521.7018846373501,1,5,1,525.5568246716161,525.5568246716163,529.5545402627071,519.131924614506
2016-01-02 02:00:00,519.131924614506,2,5,1,521.7018846373501,522.1302113078241,528.0125642490005,518.6179326099372
2016-01-02 03:00:00,518.6179326099372,3,5,1,519.131924614506,519.8172472872644,525.0856653340948,521.7018846373501
2016-01-02 04:00:00,521.7018846373501,4,5,1,518.6179326099372,519.8172472872644,522.6870359794403,521.6162193032553
2016-01-02 05:00:00,521.6162193032553,5,5,1,521.7018846373501,520.6453455168476,521.3877784123357,524.357509994289
2016-01-02 06:00:00,524.357509994289,6,5,1,521.6162193032553,522.5585379782981,521.1878926327813,529.0691033695031
2016-01-02 07:00:00,529.0691033695031,7,5,1,524.357509994289,525.0142775556824,522.4157624214735,520.5025699600228
2016-01-02 08:00:00,520.5025699600228,8,5,1,529.0691033695031,524.6430611079383,522.644203312393,515.9623072529982
2016-01-02 09:00:00,515.9623072529982,9,5,1,520.5025699600228,521.8446601941747,522.2015990862365,520.5882352941176
2016-01-02 10:00:00,520.5882352941176,10,5,1,515.9623072529982,519.0177041690463,522.0159908623643,515.4483152484295
2016-01-02 11:00:00,515.4483152484295,11,5,1,520.5882352941176,517.3329525985151,520.9880068532267,517.1616219303255
2016-01-02 12:00:00,517.1616219303255,12,5,1,515.4483152484295,517.7327241576241,519.7886921758994,520.4169046259279
2016-01-02 13:00:00,520.4169046259279,13,5,1,517.1616219303255,517.6756139348943,518.3466590519703,519.3032552826955
2016-01-02 14:00:00,519.3032552826955,14,5,1,520.4169046259279,518.9605939463164,518.1467732724158,515.191319246145
2016-01-02 15:00:00,515.191319246145,15,5,1,519.3032552826955,518.3038263849228,518.0182752712735,510.05139920045684
2016-01-02 16:00:00,510.05139920045684,16,5,1,515.191319246145,514.8486579097658,516.26213592233,515.4483152484295
2016-01-02 17:00:00,515.4483152484295,17,5,1,510.05139920045684,513.5636778983438,516.26213592233,522.5585379782981
2016-01-02 18:00:00,522.5585379782981,18,5,1,515.4483152484295,516.0194174757281,517.1616219303255,531.1250713877783
2016-01-02 19:00:00,531.1250713877783,19,5,1,522.5585379782981,523.043974871502,518.9463163906339,543.1182181610508
2016-01-02 20:00:00,543.1182181610508,20,5,1,531.1250713877783,532.2672758423757,522.9154768703597,548.4294688749286
2016-01-02 21:00:00,548.4294688749286,21,5,1,543.1182181610508,540.890919474586,528.4551684751569,538.6636207881211
2016-01-02 22:00:00,538.6636207881211,22,5,1,548.4294688749286,543.4037692747002,533.223872073101,536.1793260993718
2016-01-02 23:00:00,536.1793260993718,23,5,1,538.6636207881211,541.0908052541405,536.6790405482581,530.6110793832096
2016-01-03 00:00:00,530.6110793832096,0,6,1,536.1793260993718,535.1513420902342,538.0211307824101,526.8418046830382
2016-01-03 01:00:00,526.8418046830382,1,6,1,530.6110793832096,531.2107367218731,537.3072529982867,523.3295259851513
2016-01-03 02:00:00,523.3295259851513,2,6,1,526.8418046830382,526.927470017133,534.0091376356368,523.7578526556254
2016-01-03 03:00:00,523.7578526556254,3,6,1,523.3295259851513,524.6430611079383,529.8972015990862,527.355796687607
2016-01-03 04:00:00,527.355796687607,4,6,1,523.7578526556254,524.814391776128,528.0125642490005,528.3837806967447
2016-01-03 05:00:00,528.3837806967447,5,6,1,527.355796687607,526.499143346659,526.713306681896,530.0970873786407
2016-01-03 06:00:00,530.0970873786407,6,6,1,528.3837806967447,528.6122215876641,526.6276413478013,534.4660194174758
2016-01-03 07:00:00,534.4660194174758,7,6,1,530.0970873786407,530.9822958309537,527.8983438035408,522.1302113078241
2016-01-03 08:00:00,522.1302113078241,8,6,1,534.4660194174758,528.8977727013134,527.6984580239863,522.3872073101085
2016-01-03 09:00:00,522.3872073101085,9,6,1,522.1302113078241,526.3278126784695,527.4700171330668,518.8749286122215
2016-01-03 10:00:00,518.8749286122215,10,6,1,522.3872073101085,521.1307824100513,526.0565391205025,513.6493432324386
2016-01-03 11:00:00,513.6493432324386,11,6,1,518.8749286122215,518.3038263849229,523.6007995431182,510.99371787549967
2016-01-03 12:00:00,510.99371787549967,12,6,1,513.6493432324386,514.5059965733866,520.4169046259279,510.13706453455166
2016-01-03 13:00:00,510.13706453455166,13,6,1,510.99371787549967,511.59337521416336,516.3620788121074,515.6196459166191
2016-01-03 14:00:00,515.6196459166191,14,6,1,510.13706453455166,512.2501427755568,515.2769845802399,509.537407195888
2016-01-03 15:00:00,509.537407195888,15,6,1,515.6196459166191,511.7647058823529,513.1353512278698,514.762992575671
2016-01-03 16:00:00,514.762992575671,16,6,1,509.537407195888,513.3066818960593,512.4500285551113,513.8206739006282
2016-01-03 17:00:00,513.8206739006282,17,6,1,514.762992575671,512.7070245573958,512.4785836664763,528.7264420331239
