datetime,energy_kwh,hour,day_of_week,is_weekend,prev_hour_energy,rolling_3h_avg,rolling_6h_avg,target_next_hour
2023-01-01 05:00:00,424.98,5,6,1,424.98,442.55,442.305,749.38
2023-01-01 06:00:00,749.38,6,6,1,424.98,533.1133333333333,492.7183333333333,725.02
2023-01-01 07:00:00,725.02,7,6,1,749.38,633.1266666666667,542.2466666666667,687.92
2023-01-01 08:00:00,687.92,8,6,1,725.02,720.7733333333332,581.6616666666667,718.28
2023-01-01 09:00:00,718.28,9,6,1,687.92,710.4066666666666,621.76,688.1
2023-01-01 10:00:00,688.1,10,6,1,718.28,698.0999999999999,665.6133333333333,688.03
2023-01-01 11:00:00,688.03,11,6,1,688.1,698.1366666666667,709.4549999999999,709.26
2023-01-01 12:00:00,709.26,12,6,1,688.03,695.13,702.7683333333333,644.6
2023-01-01 13:00:00,644.6,13,6,1,709.26,680.63,689.3649999999999,650.25
2023-01-01 14:00:00,650.25,14,6,1,644.6,668.0366666666667,683.0866666666666,685.13
2023-01-01 15:00:00,685.13,15,6,1,650.25,659.9933333333333,677.5616666666666,671.62
2023-01-01 16:00:00,671.62,16,6,1,685.13,669.0,674.8149999999999,711.43
2023-01-01 17:00:00,711.43,17,6,1,671.62,689.3933333333333,678.715,512.76
2023-01-01 18:00:00,512.76,18,6,1,711.43,631.9366666666666,645.965,497.63
2023-01-01 19:00:00,497.63,19,6,1,512.76,573.9399999999999,621.4699999999999,583.97
2023-01-01 20:00:00,583.97,20,6,1,497.63,531.4533333333334,610.4233333333333,533.23
2023-01-01 21:00:00,533.23,21,6,1,583.97,538.2766666666666,585.1066666666667,434.03
2023-01-01 22:00:00,434.03,22,6,1,533.23,517.0766666666667,545.5083333333333,389.26
2023-01-01 23:00:00,389.26,23,6,1,434.03,452.17333333333335,491.81333333333333,463.67
2023-01-02 00:00:00,463.67,0,0,0,389.26,428.9866666666667,483.63166666666666,483.33
2023-01-02 01:00:00,483.33,1,0,0,463.67,445.42,481.2483333333334,445.47
2023-01-02 02:00:00,445.47,2,0,0,483.33,464.1566666666667,458.16499999999996,491.27
2023-01-02 03:00:00,491.27,3,0,0,445.47,473.3566666666666,451.1716666666666,461.98
2023-01-02 04:00:00,461.98,4,0,0,491.27,466.24,455.83,471.25
2023-01-02 05:00:00,471.25,5,0,0,461.98,474.8333333333333,469.49499999999995,761.95
2023-01-02 06:00:00,761.95,6,0,0,471.25,565.0600000000001,519.2083333333334,835.57
2023-01-02 07:00:00,835.57,7,0,0,761.95,689.59,577.915,779.6
2023-01-02 08:00:00,779.6,8,0,0,835.57,792.3733333333333,633.6033333333334,748.27
2023-01-02 09:00:00,748.27,9,0,0,779.6,787.8133333333334,676.4366666666667,804.68
2023-01-02 10:00:00,804.68,10,0,0,748.27,777.5166666666665,733.5533333333333,743.37
2023-01-02 11:00:00,743.37,11,0,0,804.68,765.4399999999999,778.9066666666668,786.27
2023-01-02 12:00:00,786.27,12,0,0,743.37,778.1066666666666,782.96,721.21
2023-01-02 13:00:00,721.21,13,0,0,786.27,750.2833333333334,763.9000000000001,740.15
2023-01-02 14:00:00,740.15,14,0,0,721.21,749.21,757.3249999999999,785.91
2023-01-02 15:00:00,785.91,15,0,0,740.15,749.09,763.5983333333334,802.15
2023-01-02 16:00:00,802.15,16,0,0,785.91,776.07,763.1766666666666,785.14
2023-01-02 17:00:00,785.14,17,0,0,802.15,791.0666666666666,770.1383333333333,596.53
2023-01-02 18:00:00,596.53,18,0,0,785.14,727.9399999999999,738.515,590.97
2023-01-02 19:00:00,590.97,19,0,0,596.53,657.5466666666666,716.8083333333334,555.64
2023-01-02 20:00:00,555.64,20,0,0,590.97,581.0466666666666,686.0566666666667,578.4
2023-01-02 21:00:00,578.4,21,0,0,555.64,575.0033333333333,651.4716666666667,466.18
2023-01-02 22:00:00,466.18,22,0,0,578.4,533.4066666666666,595.4766666666667,511.71
2023-01-02 23:00:00,511.71,23,0,0,466.18,518.7633333333333,549.9050000000001,490.31
2023-01-03 00:00:00,490.31,0,1,0,511.71,489.40000000000003,532.2016666666667,427.11
2023-01-03 01:00:00,427.11,1,1,0,490.31,476.3766666666666,504.89166666666665,489.72
2023-01-03 02:00:00,489.72,2,1,0,427.11,469.0466666666667,493.90500000000003,468.45
2023-01-03 03:00:00,468.45,3,1,0,489.72,461.76000000000005,475.58,459.69
2023-01-03 04:00:00,459.69,4,1,0,468.45,472.61999999999995,474.4983333333333,498.35
2023-01-03 05:00:00,498.35,5,1,0,459.69,475.49666666666667,472.2716666666666,810.93
2023-01-03 06:00:00,810.93,6,1,0,498.35,589.6566666666666,525.7083333333334,807.94
2023-01-03 07:00:00,807.94,7,1,0,810.93,705.7399999999999,589.18,754.82
2023-01-03 08:00:00,754.82,8,1,0,807.94,791.23,633.3633333333333,770.72
